"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","AGEGROUP (CODE)","AGEGROUP (DISPLAY)","AGEGROUP (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016-2017","2016-2017","","AMR","Americas","","HTI","Haiti","","AGE15-49","15-49 years","","FMLE","Female","","13.9","13.90000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016-2017","2016-2017","","AMR","Americas","","HTI","Haiti","","AGE20-24","20-24 years","","FMLE","Female","","19.3","19.30000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016-2017","2016-2017","","AMR","Americas","","HTI","Haiti","","AGE25-29","25-29 years","","FMLE","Female","","17.8","17.80000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016-2017","2016-2017","","AMR","Americas","","HTI","Haiti","","AGE35-39","35-39 years","","FMLE","Female","","13.2","13.20000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016-2017","2016-2017","","AMR","Americas","","HTI","Haiti","","AGE15-19","15-19  years","","FMLE","Female","","28.0","28.00000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016-2017","2016-2017","","AMR","Americas","","HTI","Haiti","","AGE45-49","45-49 years","","FMLE","Female","","5.6","5.60000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016-2017","2016-2017","","AMR","Americas","","HTI","Haiti","","AGE40-44","40-44 years","","FMLE","Female","","8.5","8.50000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","AMR","Americas","","HND","Honduras","","AGE45-49","45-49 years","","FMLE","Female","","8.4","8.40000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","AMR","Americas","","HND","Honduras","","AGE15-19","15-19  years","","FMLE","Female","","16.4","16.40000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","AMR","Americas","","HND","Honduras","","AGE35-39","35-39 years","","FMLE","Female","","10.4","10.40000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","AMR","Americas","","HND","Honduras","","AGE25-29","25-29 years","","FMLE","Female","","10.8","10.80000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","AMR","Americas","","HND","Honduras","","AGE40-44","40-44 years","","FMLE","Female","","8.0","8.00000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","AMR","Americas","","HND","Honduras","","AGE20-24","20-24 years","","FMLE","Female","","13.4","13.40000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","AMR","Americas","","HND","Honduras","","AGE30-34","30-34 years","","FMLE","Female","","10.8","10.80000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","AMR","Americas","","HND","Honduras","","AGE15-49","15-49 years","","FMLE","Female","","11.0","11.00000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","EUR","Europe","","HUN","Hungary","","AGE18-49","18-49 years","","FMLE","Female","","8.0","8.00000","","","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; definition of physical and sexual violence differs from the standard"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015-2016","2015-2016","","SEAR","South-East Asia","","IND","India","","AGE40-44","40-44 years","","FMLE","Female","","21.6","21.60000","","","","","NFHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015-2016","2015-2016","","SEAR","South-East Asia","","IND","India","","AGE20-24","20-24 years","","FMLE","Female","","23.2","23.20000","","","","","NFHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015-2016","2015-2016","","SEAR","South-East Asia","","IND","India","","AGE15-49","15-49 years","","FMLE","Female","","22.0","22.00000","","","","","NFHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015-2016","2015-2016","","SEAR","South-East Asia","","IND","India","","AGE25-29","25-29 years","","FMLE","Female","","22.5","22.50000","","","","","NFHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015-2016","2015-2016","","SEAR","South-East Asia","","IND","India","","AGE15-19","15-19  years","","FMLE","Female","","17.6","17.60000","","","","","NFHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015-2016","2015-2016","","SEAR","South-East Asia","","IND","India","","AGE45-49","45-49 years","","FMLE","Female","","20.0","20.00000","","","","","NFHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015-2016","2015-2016","","SEAR","South-East Asia","","IND","India","","AGE30-34","30-34 years","","FMLE","Female","","23.0","23.00000","","","","","NFHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015-2016","2015-2016","","SEAR","South-East Asia","","IND","India","","AGE35-39","35-39 years","","FMLE","Female","","22.3","22.30000","","","","","NFHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","EUR","Europe","","IRL","Ireland","","AGE18-49","18-49 years","","FMLE","Female","","4.0","4.00000","","","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; observations based on fewer than 30 responses; definition of physical and sexual violence differs from the standard"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ITA","Italy","","AGE18-49","18-49 years","","FMLE","Female","","7.0","7.00000","","","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; definition of physical and sexual violence differs from the standard"
